Affected_data_volume;Criminal_investigation_exception;Date;company_industry;country;country_security_exception;data_category_Basic_personal_data;data_category_Children_data;data_category_Criminal_data;data_category_Financial_location_data;data_category_Special_category_data;data_processing_basis_Consent;data_processing_basis_Legal_obligation;data_processing_basis_Legitimate_interest;data_processing_basis_Performance_of_public_task;data_processing_basis_Protection_of_vital_interests;data_processing_basis_contract_performance;fine_amount;free_speech_exception;gdpr_clause;gdpr_conflict;violation_nature_Breach_of_Data_processing_principle;violation_nature_Breach_of_data_security;violation_nature_Violation_of_Data_processing_obligation;violation_nature_Violation_of_data_subject_rights;violation_result
unspecific;0;2023;Retail;United Kingdom;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Article 77 of the UK GDPR;No conflict;0;0;0;1;1
700000;0;2023;Retail;France;0;1;0;0;1;0;1;0;0;0;0;0;0;0;Article 5-1-e), 12, 13, 32;No conflict;1;1;0;1;1
unspecific;0;2023;Retail;Austria;0;1;0;0;1;0;0;0;0;0;0;1;48000;0;Article 15 Paragraph 1 in conjunction with Article 83 Paragraph 1 and 5 Letter b GDPR;No conflict;0;0;0;1;1
3934956;0;2023;Leisure;France;0;1;0;0;0;0;1;0;1;0;0;0;0;0;Article 7(1), Article 12, Article 13, Article 14, Article 15, Article 28, Article 32, Article 33;No conflict;1;1;1;1;1
unspecific;0;2023;Public sector;Austria;0;0;0;0;0;1;0;0;0;1;0;0;0;0;Article 16;No conflict;0;0;0;1;1
3700000;0;2024;Public sector;Denmark;0;1;1;0;0;1;0;0;0;1;0;0;0;0;Article 32(1);No conflict;1;1;1;0;1
unspecific;0;2024;Leisure;Denmark;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Article 9(2)(g);No conflict;0;0;0;0;0
unspecific;0;2024;Individual;Austria;0;0;0;0;0;1;0;0;0;0;0;0;5000000;0;Article 9(2)(a);yes;1;0;0;1;1
160000000;0;2024;Social Media;France;0;1;0;0;0;0;0;0;1;0;0;0;4000;0;Article 5-1-e, Article 6, Article 12, Article 14, Article 15;No conflict;1;0;0;1;1
unspecific;0;2024;Human resources;Norway;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 5 no. 2, Article 5 no. 1 letter a, Article 5 no. 1 letter c, Article 6 no. 1 letter f, Article 14, Article 24, Article 28, Article 30, Article 58 no. 2 letter b;yes;1;0;1;1;1
unspecific;0;2024;Marketing;France;0;0;0;0;0;0;1;0;1;0;0;0;75000;0;Article 6;No conflict;1;0;0;0;1
1500000;0;2024;Leisure;France;0;1;0;0;0;1;1;0;1;0;0;0;0;0;Article 5(1)(e), Article 9, Article 9(2)(a);yes;1;0;0;1;1
1;0;2024;Leisure;France;0;1;0;0;0;1;1;0;1;0;0;0;0;0;Article 5(1)(c) GDPR, Article 5(1)(e) GDPR, Article 9 GDPR;yes;1;0;0;1;1
2394538;0;2024;Retail;France;0;1;0;0;0;0;0;1;0;0;0;1;0;0;Article 5-1-e), Article 13, Article 28, Article 32;No conflict;1;1;1;1;1
unspecific;0;2024;Medical;Austria;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 38 Para. 6 GDPR;yes;0;0;1;0;1
unspecific;0;2024;Retail;Denmark;0;1;0;0;1;0;0;0;1;0;0;0;0;0;Article 6(1)(f);No conflict;1;0;0;1;1
unspecific;0;2024;Social Media;Norway;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 6 No. 1 letter f;yes;0;0;1;0;1
1300000;0;2024;Retail;France;0;0;0;0;0;0;1;0;1;0;0;0;198660;0;Article 6, Article 14, Article 32;No conflict;1;0;0;1;1
unspecific;0;2021;Education;Poland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 83 sec. 2 GDPR;No conflict;1;1;0;0;1
unspecific;0;2021;Public sector;Poland;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 36;No conflict;1;0;1;1;1
unspecific;0;2021;Retail;Finland;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Article 5(1)(c);No conflict;1;0;0;0;1
unspecific;0;2023;Marketing;Netherlands;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Article 5(1)(a), Article 6(1), Article 7, Article 11.7a of the Telecommunications Act;yes;1;0;1;1;1
unspecific;0;2021;Public sector;Finland;0;0;0;0;0;1;0;1;0;0;0;1;0;0;Article 5(1)(c), Article 6, Article 9, Article 25;yes;1;0;1;0;1
2190689;0;2021;Marketing;Poland;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Article 5(1)(a), Article 5(2), Article 6(1), Article 7(3), Article 12(2), Article 17(1)(b), Article 24(1);yes;1;0;1;1;1
unspecific;0;2022;Public sector;Finland;1;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 33(1), Article 34(1), Article 58(2)(b);No conflict;0;1;1;1;1
1000;0;2022;Retail;Hungary;0;1;0;0;0;0;1;0;0;0;0;0;0;0;Article 5(1)(a), Article 5(1)(b), Article 6(1), Article 7(2), Article 12(1), Article 13;No conflict;1;0;0;1;1
2200000;0;2020;Retail;Poland;0;1;0;0;0;0;1;0;0;0;0;0;70000;0;Article 5(1)(a), Article 5(1)(f), Article 5(2), Article 6(1), Article 7(1), Article 24(1), Article 25(1), Article 32(1)(b), Article 32(1)(d), Article 32(2);yes;1;1;1;1;1
unspecific;0;2020;Insurance;Poland;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Article 82;No conflict;1;0;0;1;1
6074140;0;2021;Public sector;Bulgaria;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Article 4(12), Article 24, Article 32, Article 33, Article 57(1)(a), Article 58(2)(d), Article 83(2), Article 45(1)(6) of the Bulgarian Personal Data Protection Act, Article 59(1) of the Bulgarian Personal Data Protection Act, Article 64 of the Bulgarian Personal Data Protection Act, Article 66(1) and (2) of the Bulgarian Personal Data Protection Act, Article 67 of the Bulgarian Personal Data Protection Act, Article 68 of the Bulgarian Personal Data Protection Act, Article 209(2) and 209(3) of the Bulgarian Administrative Procedure Code;No conflict;1;1;1;1;1
unspecific;0;2020;Public sector;Spain;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 35;No conflict;0;0;0;0;0
unspecific;0;2022;Retail;Hungary;0;1;0;0;1;0;0;1;1;0;0;0;5000;0;Article 5(1)(a), Article 5(1)(b), Article 5(2), Article 6(1), Article 12(1), Article 12(4), Article 13, Article 15(3);yes;1;0;1;1;1
1;0;2020;Retail;Germany;0;1;0;0;0;0;0;0;0;0;0;0;475000;0;Art 6, Art 82, Art 83, Art 2;No conflict;1;0;0;0;1
unspecific;0;2022;Retail;Hungary;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 5(1)(b), Article 5(1)(c), Article 6(1), Article 5(2), Article 13(1)-(2);No conflict;1;0;1;0;1
unspecific;0;2020;Public sector;Poland;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 5(1)(a), Article 5(1)(e), Article 5(1)(f), Article 5(2), Article 24, Article 28(3), Article 30(1)(d), Article 30(1)(f), Article 32;No conflict;1;1;1;0;1
unspecific;0;2024;Retail;Sweden;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 12(1) GDPR, Article 13(1)(f) GDPR, Article 13(2)(b) GDPR, Article 14(2)(g) GDPR, Article 83(2) GDPR;yes;1;0;1;1;1
unspecific;0;2021;Retail;Hungary;0;1;0;0;0;0;0;0;1;0;0;0;52500;0;Article 5(1)(a), Article 5(1)(c), Article 5(2), Article 6(1), Article 12(1), Article 13;yes;1;0;0;1;1
unspecific;0;2021;Marketing;Finland;0;0;0;0;0;0;0;0;1;0;0;1;0;0;Article 28(3);No conflict;1;0;1;0;1
unspecific;0;2021;Retail;Spain;0;1;0;0;1;0;0;1;0;0;0;0;0;0;Article 6(1)(f) GDPR, Article 83(5) GDPR;No conflict;1;0;1;0;1
23044;0;2020;Human resources;Spain;0;1;0;0;1;1;0;0;0;0;0;1;0;0;Article 58;No conflict;0;1;0;0;0
unspecific;0;2022;Human resources;Spain;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Article 6.1;No conflict;0;1;0;1;1
unspecific;0;2020;Education;Finland;0;1;1;0;0;0;1;1;0;0;0;0;0;0;Article 58(2)(b);No conflict;1;0;0;1;1
unspecific;0;2022;Marketing;Hungary;0;0;0;0;0;0;1;0;1;0;0;0;0;0;Article 5(1)(a), Article 5(1)(b), Article 6(1), Article 12(1), Article 13;No conflict;1;0;0;1;1
unspecific;0;2020;Public sector;Cyprus;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Article 5(a) of Law 125(I)/2018;No conflict;0;0;0;0;1
unspecific;0;2021;Public sector;Spain;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 22.2 LSSI;No conflict;0;0;0;1;0
160000;0;2023;Public sector;Finland;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Article 25(2), Article 32(1);No conflict;1;1;0;0;1
unspecific;1;2021;Public sector;Finland;0;0;1;1;0;1;0;0;0;1;0;0;0;0;Section 3 (1) (3) of the Act on the Processing of Personal Data in Criminal Matters and the Maintenance of National Security (1054/2018);yes;1;0;1;1;1
unspecific;0;2021;Public sector;Finland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 4(1), Article 12(1), Article 15(3);No conflict;0;0;0;0;0
unspecific;0;2023;Medical;Finland;0;1;0;0;0;1;0;0;0;0;0;0;5000;0;Article 5(1)(a), Article 12, Article 13, Article 15, Article 25, Article 58(2)(b,c,d,i);No conflict;1;0;1;1;1
350000;0;2021;Retail;Denmark;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 5(1)(e);yes;1;0;0;0;1
unspecific;1;2020;Public sector;Spain;1;0;0;1;0;0;0;1;0;1;0;0;15000;0;Article 2;No conflict;0;0;0;0;0
3490000;0;2023;Retail;Finland;0;1;0;0;1;0;1;0;1;0;0;1;0;0;Article 5(1)(e), Article 25(1), Article 25(2);yes;1;0;1;0;1
unspecific;0;2020;Retail;Spain;0;0;0;0;0;1;0;1;0;0;1;0;1000000000;0;Article 9(2)(h);No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;Spain;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Article 9(2)(a);No conflict;0;0;0;0;0
unspecific;0;2020;Social Media;Spain;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 6(1)(a);No conflict;0;0;0;1;1
unspecific;0;2023;Social Media;Hungary;0;1;1;1;0;0;0;0;1;0;0;0;2000;1;Article 6(1), Article 17(1), Article 17(3), Article 21(1), Article 5(1)(a), Article 5(1)(b), Article 5(1)(c), Article 5(2), Article 14(2), Article 15(1), Article 15(3);yes;1;0;1;1;1
3000;0;2022;Medical;Finland;0;1;0;0;1;1;0;0;0;0;0;0;2000;0;Article 32;yes;1;1;0;0;1
unspecific;0;2021;Individual;Hungary;0;0;0;0;0;0;0;0;1;0;0;0;15000;0;Article 6(1)(f), Article 13(1)-(2);No conflict;1;0;0;1;1
unspecific;0;2019;Retail;Finland;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 5(1)(f), Article 17(1), Article 25(1), Article 32(1), Article 32(2);No conflict;1;1;1;1;1
unspecific;1;2019;Public sector;Finland;0;1;0;1;1;0;0;1;0;1;0;0;0;0;Article 6(1)(c);No conflict;1;0;0;0;0
unspecific;0;2021;Public sector;Finland;0;0;0;1;1;0;0;1;0;0;0;0;0;0;Article 58(2)(d);No conflict;1;0;1;1;1
unspecific;0;2017;Insurance;Finland;0;0;0;0;0;1;0;1;0;0;0;1;0;0;Article 5(1)(a), Article 5(1)(c), Article 25(2);yes;1;0;1;1;1
unspecific;0;2021;Public sector;Hungary;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 6(1), Article 5(1), Article 17(1);No conflict;1;0;1;1;1
unspecific;0;2024;Security Service;Croatia;0;0;0;0;0;0;0;1;0;0;0;0;2000;0;Article 27;No conflict;1;0;1;0;1
unspecific;0;2022;Public sector;Finland;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Article 5(1)(a), Article 6(1), Article 13, Article 25, Article 32, Article 44, Article 46;yes;1;1;1;1;1
unspecific;0;2022;Insurance;Finland;0;0;0;0;0;1;1;0;0;0;0;1;200000;0;Article 9;yes;1;0;1;1;1
unspecific;0;2020;Public sector;Poland;0;1;0;0;0;1;0;1;0;1;0;0;5000000;0;Article 5(1)(f), Article 24(1), Article 25(1), Article 32(1)(d), Article 32(2), Article 33(1), Article 34(1);No conflict;1;1;1;1;1
unspecific;0;2020;Public sector;Poland;0;1;0;0;0;0;0;0;0;0;0;0;190000;0;Article 5(1)(a), Article 6(1);yes;1;0;0;0;1
unspecific;0;2020;Education;Poland;0;1;1;0;1;1;0;1;0;1;0;0;0;0;Article 5(1)(a), Article 6(1)(c);No conflict;1;0;1;1;1
114963;0;2022;Retail;Poland;0;1;0;0;0;0;0;0;0;0;0;1;0;0;Article 5(1)(f), Article 5(2), Article 24(1), Article 25(1), Article 32(1)(b), Article 32(1)(d), Article 32(2);yes;1;1;1;0;1
114963;0;2020;Retail;Poland;0;1;0;0;0;0;0;1;0;0;0;1;0;0;Article 5(1)(f), Article 5(2), Article 25(1), Article 32(1)(b), Article 32(1)(d), Article 32(2);No conflict;1;1;1;0;1
unspecific;0;2024;Medical;Poland;0;1;0;0;1;1;0;0;0;0;0;0;0;0;Article 5(1)(f), Article 5(2), Article 24(1), Article 32(1), Article 32(2);No conflict;1;1;1;0;1
80000;0;2020;Medical;Poland;0;1;0;0;1;1;0;0;0;0;0;0;0;0;Article 5(1)(f), Article 24(1), Article 25(1), Article 32(1), Article 32(2);No conflict;1;1;1;0;1
50283;0;2020;Public sector;Poland;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Article 5(1)(f), Article 24(1), Article 25(1), Article 28(3), Article 32(1), Article 32(2);No conflict;1;1;1;0;1
5013;0;2020;Education;Poland;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 5(1)(f), Article 5(2), Article 24(1), Article 25(1), Article 32(1), Article 32(2);No conflict;1;1;1;0;1
unspecific;0;2020;Retail;Poland;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 24(1), Article 32(1), Article 32(2);No conflict;1;1;1;1;1
137314;0;2022;Retail;Poland;0;1;0;0;1;0;0;0;0;0;0;1;175000;0;Article 5(1)(f), Article 24(1), Article 25(1), Article 28(1), Article 32(1)(2);No conflict;1;1;1;0;1
400;0;2021;Public sector;Poland;0;1;0;1;1;1;0;1;0;1;0;0;2000;0;Article 5(1)(f), Article 24(1), Article 25(1), Article 32(1)(b), Article 32(1)(d), Article 32(2);No conflict;1;1;1;0;1
96;0;2021;Public sector;Poland;0;1;0;0;0;0;0;0;0;0;0;0;2500;0;Article 33 paragraph 1, Article 34 sec. 1;No conflict;1;1;1;1;1
unspecific;0;2023;Public sector;Poland;0;1;1;0;0;1;0;1;0;1;0;0;0;0;Article 33(1), Article 34(1-2);yes;1;1;1;1;1
2;0;2021;Retail;Poland;0;1;0;0;1;0;0;0;0;0;0;1;0;0;Article 33(1), Article 34(1);No conflict;1;1;1;1;1
2;0;2020;Insurance;Poland;0;1;0;0;1;0;0;0;0;0;0;1;2500000;0;Article 33(1), Article 34(1);No conflict;1;1;1;1;1
18;0;2021;Public sector;Poland;0;1;0;0;1;0;0;0;0;0;0;1;0;0;Article 5(1)(a), Article 28(1, 3, 9), Article 33(1), Article 34(1, 2);No conflict;1;1;1;1;1
1;0;2021;Insurance;Poland;0;1;0;0;1;0;0;0;0;0;0;1;0;0;Article 33(1), Article 34(1);No conflict;1;1;1;1;1
237;0;2020;Education;Poland;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Article 33(1), Article 34(1);No conflict;1;1;1;1;1
259;0;2021;Retail;Poland;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Article 33(1);yes;1;1;1;1;1
unspecific;0;2021;Public sector;Poland;0;1;0;1;0;0;0;1;0;0;0;0;2000000;0;Article 33(1), Article 34(1);No conflict;1;1;1;1;1
10500;0;2022;Human resources;Poland;0;1;0;0;0;1;0;1;0;0;0;0;0;0;Article 34(1);No conflict;1;1;1;1;1
200;0;2024;Retail;Poland;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Article 5(1)(f), Article 5(2), Article 24(1), Article 25(1), Article 28(1), Article 32(1), Article 32(2), Article 34(2), Article 33(3)(c), Article 33(3)(d);No conflict;1;1;1;1;1
unspecific;0;2022;Public sector;Finland;0;1;1;1;0;0;1;1;0;1;0;0;0;0;Article 6, Article 10;yes;1;0;1;0;1
unspecific;0;2018;Social Media;Spain;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 6, Article 17;No conflict;0;0;0;1;1
unspecific;0;2022;Public sector;Hungary;0;1;0;0;1;0;0;1;0;1;0;0;0;0;Article 15(1) and (3), Article 12(3);No conflict;0;0;0;1;1
unspecific;0;2023;Retail;Hungary;0;1;1;0;0;0;0;1;0;0;0;1;0;0;Article 6(1)(b) and (c);No conflict;0;0;0;0;0
unspecific;0;2023;Insurance;Finland;0;0;0;0;0;1;0;1;0;0;0;1;0;0;Article 5(1)(a), Article 5(1)(c), Article 25(2);No conflict;1;0;1;0;1
3;0;2019;Security Service;Spain;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Article 58;No conflict;0;1;0;0;0
300000;0;2022;Medical;Hungary;0;1;0;0;0;0;1;0;0;0;0;0;50000;0;Article 5(1)(a), Article 5(1)(b), Article 6(1), Article 12(1), Article 14;yes;1;0;0;1;1
unspecific;0;2024;Public sector;Sweden;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 77(1);No conflict;0;0;0;1;1
unspecific;0;2022;Education;Finland;0;1;1;0;0;0;0;0;0;1;0;0;2000;0;Article 5(1)(a), (c), (f), Article 25(2), Article 58(2)(b), Article 58(2)(d);yes;1;0;0;0;1
unspecific;0;2022;Marketing;Finland;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 12, Article 15, Article 17, Article 25;yes;1;0;1;1;1
unspecific;0;2023;Retail;Slovenia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 32;No conflict;0;0;0;0;0
unspecific;0;2019;Medical;Finland;0;0;0;0;0;1;0;0;0;0;0;0;52500;0;Article 15, Article 12(5), Article 15(1), Article 15(3), Article 58(2)(c), Article 58(2)(d), Article 25;No conflict;0;0;0;1;1
unspecific;0;2023;Public sector;Sweden;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 78.1;No conflict;0;0;0;1;1
unspecific;0;2020;Medical;Finland;0;0;0;0;0;1;1;0;0;0;0;0;3000000;0;Article 22;yes;0;0;0;1;1
unspecific;0;2022;Public sector;Hungary;0;1;0;0;0;1;0;1;0;1;0;0;0;0;Article 12(3)-(4), Article 5(1)(a), Article 5(2), Article 31;No conflict;1;0;1;1;1
unspecific;0;2021;Medical;Finland;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Article 15, Article 12(2), Article 12(5), Article 58(2);yes;0;0;1;1;1
unspecific;0;Not specified;Retail;Finland;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Not specified;No conflict;0;0;1;1;1
unspecific;0;2019;Human resources;Finland;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Article 17(3)(b) and (e);No conflict;0;0;0;1;1
unspecific;0;2021;Medical;Finland;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 9(2)(g);No conflict;1;0;0;0;1
unspecific;0;2021;Medical;Finland;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Article 25(2);No conflict;1;0;1;0;1
unspecific;0;2022;Marketing;Hungary;0;0;0;0;0;0;1;0;1;0;0;1;0;0;Article 6(1), Article 7(2), Article 7(4), Article 12(1);No conflict;1;0;0;1;1
unspecific;0;2022;Social Media;Finland;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 6(1)(a);yes;1;0;1;1;1
unspecific;0;2023;Public sector;Slovenia;0;0;0;0;0;0;0;0;0;1;0;0;5000;0;Article 12 ZVOP-2, Article 14 ZVOP-2, Article 15 ZVOP-2;No conflict;0;0;0;1;1
unspecific;0;2023;Medical;Slovenia;0;0;0;0;0;1;0;1;0;0;0;0;0;0;Article 42 of the ZPacP;No conflict;0;0;0;1;1
unspecific;0;2021;Education;Slovenia;0;0;1;0;0;0;0;1;0;1;0;0;0;0;Article 58;No conflict;0;0;0;0;0
unspecific;0;2021;Medical;Slovenia;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Slovenia;1;0;0;0;1;1;0;0;0;1;0;0;0;0;Article 37;No conflict;1;0;1;1;1
unspecific;0;2021;Medical;Slovenia;0;0;0;0;0;1;0;1;0;1;0;0;0;0;Article 9(2);No conflict;0;0;0;0;0
unspecific;0;2020;Security Service;Slovenia;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 9(2)(a);No conflict;1;0;0;0;1
unspecific;0;2020;Education;Slovenia;0;0;1;0;0;0;1;1;0;1;1;0;0;0;Article 6(1)(c) or 6(1)(e);No conflict;0;0;0;0;0
unspecific;0;2020;Human resources;Slovenia;0;0;0;0;0;1;0;0;0;0;1;0;0;0;Article 58;No conflict;0;0;0;0;0
unspecific;0;2021;Public sector;Slovenia;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Article 58;No conflict;1;0;0;0;1
unspecific;0;2020;Public sector;Slovenia;0;0;0;0;0;0;0;0;0;1;0;0;5000;0;Article 58;No conflict;0;0;0;0;0
unspecific;0;2021;Public sector;Slovenia;0;1;0;0;0;0;0;1;0;1;0;0;0;0;Article 58;No conflict;0;0;0;0;0
unspecific;0;2020;Retail;Slovenia;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Article 6(1)(c);No conflict;0;0;0;0;0
unspecific;0;2020;Public sector;Slovenia;0;0;0;0;0;0;0;0;1;1;0;0;0;0;Article 6(1)(e) or (f);No conflict;0;0;0;0;0
unspecific;0;2016;Public sector;Slovenia;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Article 55(3);No conflict;0;0;0;0;0
unspecific;0;2021;Education;Slovenia;0;0;1;0;0;1;0;1;0;0;0;1;0;0;Article 5(1)(c);No conflict;1;0;0;0;1
unspecific;0;2021;Medical;Slovenia;0;0;0;0;0;1;1;1;0;0;0;1;0;0;Article 9(1);No conflict;1;0;1;1;1
unspecific;0;2020;Social Media;Slovenia;0;0;0;0;1;0;1;0;1;0;0;0;400000;0;Article 6(1);No conflict;0;0;0;0;0
unspecific;0;2016;Human resources;Slovenia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 37;No conflict;0;0;0;0;0
unspecific;0;2023;Public sector;Slovenia;0;1;0;0;0;0;0;1;0;1;0;0;4856;0;Article 17(2);No conflict;0;0;0;1;1
unspecific;0;2022;Retail;Portugal;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Article 10 of Law 58/2019;yes;0;0;0;1;1
unspecific;0;2022;Insurance;Finland;0;0;0;0;0;1;0;0;0;0;0;1;500;0;Article 9;yes;1;0;0;0;1
unspecific;0;2023;Human resources;Hungary;0;1;0;0;0;0;1;0;0;0;0;0;0;0;Article 15(1);No conflict;0;0;0;1;1
unspecific;0;2019;Social Media;Spain;0;0;0;0;0;0;1;0;1;0;0;0;3000;0;Article 6(1)(f), Article 9(2)(a);No conflict;0;0;0;0;0
unspecific;0;2020;Social Media;Sweden;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Not specified;yes;1;0;0;1;1
unspecific;0;2022;Retail;Finland;0;1;0;0;1;0;0;1;1;0;0;0;0;0;Article 12(3,4), Article 17(1)(a);No conflict;1;0;1;1;1
unspecific;0;2021;Public sector;Finland;0;0;1;1;0;0;1;1;0;1;0;0;1500;0;Article 6(1), Article 10;yes;0;0;1;1;1
330000;0;2022;Public sector;Finland;0;0;0;0;0;0;0;0;0;1;0;0;1600000;0;Article 35, Article 44, Article 46;yes;1;0;1;0;1
1000;0;2020;Leisure;Spain;0;1;0;0;1;0;0;0;0;0;0;1;0;0;Article 58;No conflict;0;1;0;0;0
unspecific;0;2019;Marketing;Not specified;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Article 4(11), Article 7(3), Article 7(4);No conflict;0;0;0;0;0
3;0;2019;Security Service;Spain;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Article 58;No conflict;0;1;0;0;0
1300000;0;2019;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 58;No conflict;0;1;0;0;0
unspecific;0;2021;Retail;Spain;0;0;0;0;1;0;0;0;0;0;0;1;38000000;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2021;Retail;Finland;0;0;0;1;1;0;0;1;0;0;0;0;500000;0;Article 58(2)(d);No conflict;1;0;1;1;1
unspecific;0;2020;Social Media;Hungary;0;0;0;0;0;0;1;0;0;0;0;0;500000;0;Article 44;No conflict;0;0;1;0;1
unspecific;0;2023;Retail;Finland;0;0;0;0;0;0;0;0;0;0;0;0;102000;0;Article 12(1), Article 15(3), Article 58(2)(b), Article 58(2)(i), Article 83(1), Article 83(2), Article 83(5), Article 83(6);yes;1;0;1;1;1
100;0;2019;Public sector;Spain;0;1;1;0;1;1;0;0;0;1;0;0;0;0;Article 58;No conflict;1;1;0;0;0
6000;0;2022;Human resources;Finland;0;1;0;0;0;1;0;1;1;0;0;0;50000;0;Article 5(1)(d), Article 5(1)(a), Article 13, Article 12(3), Article 15(1), Article 25(1);yes;1;0;1;1;1
unspecific;0;2021;Medical;Finland;0;1;0;0;0;1;0;0;0;0;0;0;180000000;0;Article 15;yes;1;0;1;1;1
unspecific;0;2019;Retail;Spain;0;1;0;0;1;0;0;0;0;0;0;0;210000000;0;Article 58;No conflict;1;1;0;0;1
unspecific;0;2019;Retail;Finland;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 15;No conflict;0;0;0;0;0
unspecific;0;2021;Public sector;Finland;0;0;1;1;0;0;0;1;0;1;0;0;150000;0;Article 6(1) and Article 10;yes;1;0;1;1;1
unspecific;0;2019;Retail;Finland;0;1;0;0;0;0;0;0;0;0;0;0;9886;0;Article 5(1)(f), Article 24, Article 25, Article 32;No conflict;1;1;1;0;1
unspecific;0;2018;Leisure;Spain;0;0;1;0;1;0;1;0;0;0;0;1;10000;0;Article 6;No conflict;0;0;0;0;0
unspecific;0;2019;Medical;Finland;0;1;0;0;0;1;0;1;1;0;0;0;0;0;Article 17(3)(b), Article 21(2), Article 21(3), Article 25(2);No conflict;1;0;1;1;1
unspecific;0;2019;Public sector;Spain;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Article 5.1.f;No conflict;1;0;0;0;0
unspecific;0;2022;Medical;Finland;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Article 16, Article 17;No conflict;0;0;0;1;1
unspecific;0;2023;Medical;Finland;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 12, Sections 3 and 4;No conflict;0;0;0;1;1
unspecific;0;2023;Marketing;Finland;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 21, Article 12, Article 5(1)(a), Article 25(1);No conflict;1;0;1;1;1
70000;0;2020;Social Media;Finland;0;1;0;0;1;0;0;0;1;0;0;0;0;1;Article 27(1);No conflict;0;0;0;1;1
unspecific;0;2021;Public sector;Spain;0;0;0;0;0;0;0;0;0;1;0;0;3000;0;Article 6.1 e);No conflict;0;0;0;0;0
6000;0;2021;Marketing;Finland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 15;No conflict;0;0;1;1;1
unspecific;0;2022;Retail;Italy;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2023;Public sector;Spain;0;1;0;0;0;0;0;1;0;1;0;0;1262;0;Article 5.1.f), Article 32.1;No conflict;1;1;0;0;1
